916.953,703.674,"압구정",3,1,6054,1148
515.929,539.436,"합정",26,2,6216,5650
486.922,768.553,"대림",27,2,6302,4954
746.47,495.017,"명동",4,1,6310,2648
894.182,966.243,"양재",3,1,6505,9722
876.366,384.015,"동대문",14,2,6536,2744
1217.288,716.373,"천호",58,2,6588,624
1044.615,285.471,"수유",4,1,6657,7962
876.671,349.712,"혜화",4,1,6683,684
708.401,395.701,"종각",1,1,6708,4000
925.169,898.505,"역삼",2,1,7230,3994
1063.814,192.852,"노원",47,2,7243,2974
686.756,451.869,"시청",12,2,7477,3460
376.86,313.009,"연신내",36,2,7593,4690
1096.235,670.037,"강변",2,1,7732,9378
961.159,890.754,"선릉",2,1,7861,6388
666.998,904.413,"서울대입구",2,1,7870,6332
731.755,451.869,"을지로입구",2,1,7891,3780
846.203,910.047,"교대",23,2,8031,2198
557.404,495.017,"신촌",2,1,8041,2680
783.611,374.746,"종로3가",135,3,8641,6636
500.574,802.592,"구로디지털단지",2,1,9159,3744
993.153,868.817,"삼성",2,1,9344,2538
470.729,707.018,"신도림",12,2,9467,7290
1077.788,603.785,"건대입구",27,2,9547,9402
530.893,508.229,"홍대입구",2,1,9975,7576
560.389,864.359,"신림",2,1,10632,130
757.353,910.047,"사당",24,2,11315,7500
850.837,837.545,"고속터미널",37,2,11731,2388
696.025,556.367,"서울역",14,2,12261,7290
1073.877,786.528,"잠실",28,2,12481,4620
889.279,908.681,"강남",2,1,15619,6002
